Tariff Item,Harmonized System (HS) Heading,Indicative Description,code    subgroup,,stage
9404.90.10,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.","Other - Pillows, cushions and similar furnishings, of cotton",940490,10,1
9404.90.90,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.",Other - Other,940490,90,1
9405.11.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thoroughfares: Designed for use solely with light-emitting diode (LED) light sources",940511,00,1
9405.19.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thoroughfares: Other",940519,00,1
9405.21.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Electric table, desk, bedside or floor-standing luminaires: Designed for use solely with light-emitting diode (LED) light sources",940521,00,1
9405.29.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Electric table, desk, bedside or floor-standing luminaires: Other",940529,00,1
9405.31.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Lighting strings of a kind used for Christmas trees: Designed for use solely with light-emitting diode (LED) light sources,940531,00,1
9405.39.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Lighting strings of a kind used for Christmas trees: Other,940539,00,1
9405.41.00,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Other electric luminaires and lighting fittings: Photovoltaic, designed for use solely with light-emitting diode (LED) light sources",940541,00,1
9405.42.10,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Other electric luminaires and lighting fittings: Other, designed for use solely with light-emitting diode (LED) light sources - Motion picture or theatrical spotlights",940542,10,1
9405.42.90,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","Other electric luminaires and lighting fittings: Other, designed for use solely with light-emitting diode (LED) light sources - Other",940542,90,1
9405.49.10,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Other electric luminaires and lighting fittings: Other - Xenon type,940549,10,1
9405.49.20,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Other electric luminaires and lighting fittings: Other - Motion picture or theatrical spotlights,940549,20,1
9405.49.90,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Other electric luminaires and lighting fittings: Other - Other,940549,90,1
9405.50.10,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Non-electrical lamps and lighting fittings - Candlesticks and candelabras,940550,10,1
9405.50.90,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.",Non-electrical lamps and lighting fittings - Other,940550,90,1
9504.30.00,"Video game consoles and machines, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling equipment, amusement machines operated by coins, bank notes, bank cards, tokens or by any other means of payment.","Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than automatic bowling alley equipment",950430,00,1
9504.40.00,"Video game consoles and machines, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling equipment, amusement machines operated by coins, bank notes, bank cards, tokens or by any other means of payment.",Playing cards,950440,00,1
9613.10.00,"Cigarette lighters and other lighters, whether or not mechanical or electrical, and parts thereof other than flints and wicks.","Pocket lighters, gas fuelled, non-refillable",961310,00,1
9613.20.00,"Cigarette lighters and other lighters, whether or not mechanical or electrical, and parts thereof other than flints and wicks.","Pocket lighters, gas fuelled, refillable",961320,00,1
9701.91.10,"Paintings, drawings and pastels, executed entirely by hand, other than drawings of heading 49.06 and other than hand-painted or hand-decorated manufactured articles; collages, mosaics and similar decorative plaques.","Other: Paintings, drawings and pastels - Originals by artists 

Note: The General Tariff rate that applies to goods of this tariff item is the Most-Favoured-Nation Tariff rate.",,,1
